lead_time,arrival_year,arrival_month,arrival_date,arrival_week_number,arrival_day_of_week,stays_in_weekend_nights,stays_in_week_nights,total_guests,total_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,room_type_value,meal_plan_value,market_segment_value,distribution_channel_value,customer_type_value,deposit_type_value,booking_status_Not_Canceled,avg_price_per_room
83,2015,7,8,28,3,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,0,0,1,110.7
105,2015,7,8,28,5,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,73.8
0,2015,7,8,28,5,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,61.0
1,2015,7,8,28,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,0,0,0,104.72
1,2015,7,8,28,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,0,0,0,104.72
1,2015,7,8,28,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,1,0,1.0,1,0,0,1,104.72
102,2015,7,8,28,3,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,66.42
113,2015,7,8,28,0,2,4,2.0,6,2,0.0,0,0,0,0,1,0,1,1,5,0,0.0,0,0,0,1,77.96
280,2015,7,8,28,6,2,5,3.0,7,2,1.0,0,0,0,0,0,0,0,1,4,1,3.0,2,3,0,0,112.0
96,2015,7,8,28,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,107.0
394,2015,7,8,28,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,4,1,3.0,2,3,0,1,89.68
33,2015,7,8,28,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,5,1,2.0,2,0,0,1,155.0
82,2015,7,8,28,0,2,6,3.0,8,3,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,112.0
100,2015,7,8,28,2,2,7,3.0,9,3,0.0,0,0,0,0,1,0,0,3,5,0,2.0,2,1,0,1,130.1
100,2015,7,8,28,5,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,2,5,0,2.0,2,1,0,1,100.1
17,2015,7,9,28,0,0,1,4.0,1,2,2.0,0,0,0,0,0,0,0,3,3,0,2.0,2,0,0,1,123.0
68,2015,7,9,28,3,0,2,3.0,2,3,0.0,0,0,0,0,0,0,1,1,1,0,0.0,0,0,0,1,124.0
12,2015,7,9,28,4,0,2,4.0,2,2,2.0,0,0,0,0,2,0,1,0,8,0,0.0,0,0,0,1,146.0
77,2015,7,9,28,0,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,97.0
24,2015,7,9,28,2,0,3,4.0,3,2,2.0,0,0,0,0,0,0,0,1,3,0,2.0,2,0,0,0,123.0
44,2015,7,9,28,6,0,3,4.0,3,2,2.0,0,0,0,0,0,0,0,0,7,0,2.0,2,0,0,0,153.0
78,2015,7,9,28,5,0,3,3.0,3,2,0.0,1,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,82.0
17,2015,7,9,28,2,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,105.08
103,2015,7,9,28,0,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,0,65.42
16,2015,7,9,28,5,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,98.0
14,2015,7,9,28,4,2,3,2.0,5,2,0.0,0,0,0,0,0,0,1,1,1,0,2.0,2,0,0,1,75.46
77,2015,7,9,28,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,65.5
90,2015,7,9,28,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,90.95
90,2015,7,9,28,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,3,0,1,93.6
90,2015,7,9,28,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,5,0,3.0,2,3,0,1,119.25
366,2015,7,9,28,6,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,5,1,3.0,2,3,0,1,134.73
249,2015,7,9,28,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,1,2.0,2,0,0,1,112.0
69,2015,7,9,28,5,2,6,2.0,8,2,0.0,0,0,0,0,0,0,0,2,1,1,2.0,2,0,0,0,118.13
10,2015,7,10,28,0,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,131.0
22,2015,7,10,28,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,88.2
91,2015,7,10,28,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,73.8
23,2015,7,10,28,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,98.0
11,2015,7,10,28,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,110.5
3,2015,7,10,28,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,131.0
13,2015,7,10,28,3,0,2,3.0,2,2,1.0,0,0,0,0,2,0,1,1,7,1,2.0,2,0,0,1,185.0
108,2015,7,10,28,3,0,2,2.0,2,2,0.0,0,0,0,0,1,0,0,2,4,0,2.0,2,0,0,1,87.3
91,2015,7,10,28,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,73.8
37,2015,7,10,28,6,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,1,3,0,2.0,2,0,0,1,120.0
21,2015,7,10,28,1,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,98.0
106,2015,7,10,28,2,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,2,5,0,2.0,2,0,0,1,96.3
30,2015,7,10,28,0,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,1,6,2,0.0,0,1,0,1,197.0
30,2015,7,10,28,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,1,6,2,0.0,0,1,0,1,197.0
51,2015,7,10,28,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,5,0,2.0,2,0,0,0,123.0
79,2015,7,10,28,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,82.0
21,2015,7,10,28,2,2,3,4.0,5,2,0.0,2,0,0,0,1,0,1,3,3,1,0.0,0,0,0,1,165.0
35,2015,7,10,28,0,2,3,4.0,5,2,2.0,0,0,0,0,0,0,0,0,7,0,2.0,2,0,0,1,149.4
78,2015,7,10,28,1,2,5,2.0,7,2,0.0,0,0,0,0,1,0,1,2,1,1,2.0,2,0,0,1,106.84
31,2015,7,10,28,1,2,5,2.0,7,2,0.0,0,0,0,0,1,0,1,1,4,1,0.0,0,0,0,1,161.0
78,2015,7,10,28,3,2,5,2.0,7,2,0.0,0,0,0,0,1,0,0,2,4,1,2.0,2,0,0,1,134.43
78,2015,7,10,28,5,2,5,2.0,7,2,0.0,0,0,0,0,1,0,1,2,5,1,2.0,2,0,0,1,144.43
44,2015,7,10,28,6,2,5,1.0,7,1,0.0,0,0,0,0,2,0,0,0,5,1,3.0,2,0,0,1,152.0
34,2015,7,10,28,4,2,5,3.0,7,2,1.0,0,0,0,0,0,0,0,3,6,1,2.0,2,0,0,1,125.54
87,2015,7,10,28,0,2,5,4.0,7,2,1.0,1,0,0,0,0,0,0,2,3,2,3.0,2,0,0,1,133.83
11,2015,7,10,28,0,2,6,4.0,8,3,1.0,0,0,0,0,0,0,1,0,3,0,0.0,0,0,0,1,159.75
115,2015,7,10,28,2,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,120.6
86,2015,7,10,28,5,3,7,2.0,10,2,0.0,0,0,0,0,0,0,0,0,4,0,2.0,2,0,0,1,112.2
41,2015,7,10,28,1,4,7,3.0,11,2,0.0,1,0,0,0,0,0,0,0,6,0,2.0,2,0,0,1,110.6
32,2015,7,10,28,4,4,9,2.0,13,2,0.0,0,0,0,0,0,0,0,0,3,0,2.0,2,0,0,1,105.9
34,2015,7,10,28,3,2,5,3.0,7,2,1.0,0,0,0,0,0,0,0,3,4,1,2.0,2,0,0,1,95.27
34,2015,7,10,28,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,6,1,2.0,2,0,0,1,108.83
100,2015,7,11,28,5,2,3,3.0,5,2,1.0,0,0,0,0,0,0,0,0,1,1,3.0,2,0,0,0,153.96
44,2015,7,11,28,6,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,120.6
304,2015,7,11,28,3,2,4,3.0,6,2,0.0,1,0,0,0,1,0,0,1,1,0,0.0,2,0,0,1,90.67
36,2015,7,11,28,6,2,4,2.0,6,2,0.0,0,0,0,0,0,0,0,0,5,0,2.0,2,0,0,0,126.67
117,2015,7,11,28,2,2,4,3.0,6,3,0.0,0,0,0,0,0,0,0,1,4,1,3.0,2,0,0,1,144.4
70,2015,7,11,28,2,2,4,2.0,6,2,0.0,0,0,0,0,0,0,1,2,1,0,2.0,2,0,0,1,99.5
110,2015,7,11,28,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,5,0,0.0,0,0,0,1,139.4
109,2015,7,11,28,6,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,73.8
33,2015,7,11,28,5,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,89.97
33,2015,7,11,28,4,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,5,0,2.0,2,0,0,1,123.0
33,2015,7,11,28,3,2,2,2.0,4,2,0.0,0,0,0,0,1,0,0,0,5,0,2.0,2,0,0,1,123.0
0,2015,7,11,28,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,123.0
0,2015,7,11,28,5,0,1,2.0,1,2,0.0,0,0,0,0,1,0,0,1,1,1,2.0,2,0,0,1,144.9
0,2015,7,11,28,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,7,0,0.0,0,0,0,1,153.0
0,2015,7,11,28,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,131.0
84,2015,7,11,28,6,1,1,2.0,2,2,0.0,0,0,0,0,0,0,1,0,1,1,1.0,1,0,0,1,100.0
71,2015,7,11,28,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,65.5
16,2015,7,11,28,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,3,0,2.0,2,0,0,1,123.0
54,2015,7,11,28,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,5,0,2.0,2,0,0,1,123.0
8,2015,7,11,28,2,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,131.0
36,2015,7,11,28,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,1,0,4,0,3.0,2,0,0,1,104.68
40,2015,7,11,28,4,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,1,2.0,2,0,0,1,166.0
59,2015,7,11,28,2,2,6,2.0,8,2,0.0,0,0,0,0,0,0,0,2,4,0,2.0,2,0,0,0,111.25
79,2015,7,11,28,3,2,6,4.0,8,2,2.0,0,0,0,0,1,0,0,0,7,1,0.0,0,0,0,1,213.75
32,2015,7,11,28,3,4,6,2.0,10,2,0.0,0,0,0,0,1,0,1,0,5,1,2.0,2,0,0,1,178.0
110,2015,7,11,28,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,113.9
33,2015,7,11,28,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,1,0,5,0,2.0,2,0,0,1,129.29
53,2015,7,12,29,2,1,0,4.0,1,2,2.0,0,0,0,0,0,0,1,0,7,0,2.0,2,0,0,1,153.0
2,2015,7,12,29,1,1,0,2.0,1,2,0.0,0,0,0,0,0,0,1,2,1,0,2.0,2,0,0,1,98.0
8,2015,7,12,29,2,2,4,3.0,6,2,1.0,0,0,0,0,0,0,1,2,1,0,2.0,2,0,0,1,169.0
72,2015,7,12,29,6,2,4,2.0,6,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,0,93.0
12,2015,7,12,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,132.29
48,2015,7,12,29,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,4,0,3.0,2,0,0,1,123.0
90,2015,7,12,29,6,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,2,3.0,2,1,0,1,117.22
34,2015,7,12,29,3,2,5,3.0,7,2,0.0,1,0,0,0,1,0,0,1,4,1,3.0,2,0,0,1,149.0
58,2015,7,12,29,0,2,5,4.0,7,3,1.0,0,0,0,0,0,0,0,1,3,0,0.0,0,0,0,0,164.57
59,2015,7,12,29,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,3,0,1,107.0
90,2015,7,12,29,6,2,5,3.0,7,2,0.0,1,0,0,0,0,0,1,2,1,2,3.0,2,1,0,1,117.22
116,2015,7,12,29,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,5,0,3.0,2,3,0,1,119.25
31,2015,7,12,29,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,123.0
51,2015,7,12,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,1,2.0,2,0,0,0,105.71
48,2015,7,12,29,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,4,0,3.0,2,0,0,1,123.0
59,2015,7,12,29,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,1,2,5,0,2.0,2,0,0,1,144.43
97,2015,7,12,29,0,3,5,2.0,8,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,0,126.0
12,2015,7,12,29,1,4,5,2.0,9,2,0.0,0,0,0,0,0,0,1,2,1,1,2.0,2,0,0,1,148.3
64,2015,7,12,29,6,4,5,2.0,9,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,125.22
31,2015,7,12,29,6,4,7,2.0,11,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,123.0
59,2015,7,12,29,5,4,7,2.0,11,2,0.0,0,0,0,0,0,0,1,1,1,1,3.0,2,3,0,1,130.0
55,2015,7,12,29,1,4,10,12.0,14,2,10.0,0,0,0,0,2,0,0,1,4,0,3.0,2,3,0,0,133.16
81,2015,7,12,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,78.84
1,2015,7,12,29,6,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,80.1
34,2015,7,12,29,3,2,0,4.0,2,2,2.0,0,0,0,0,0,0,0,1,7,0,2.0,2,0,0,1,193.0
13,2015,7,12,29,1,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,88.2
40,2015,7,12,29,0,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,6,0,2.0,2,0,0,1,90.71
1,2015,7,12,29,3,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,114.5
34,2015,7,12,29,3,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,120.2
88,2015,7,12,29,0,2,1,2.0,3,2,0.0,0,0,0,0,1,0,0,0,4,0,3.0,2,3,0,1,79.5
9,2015,7,12,29,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,3,1,0,2.0,2,0,0,1,117.9
24,2015,7,12,29,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,2.0,2,0,0,0,128.0
97,2015,7,12,29,5,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,90.95
60,2015,7,12,29,3,2,2,3.0,4,2,0.0,1,0,0,0,2,0,0,2,5,0,2.0,2,0,0,1,107.0
100,2015,7,12,29,4,2,2,4.0,4,2,2.0,0,0,0,0,0,0,1,1,7,0,0.0,0,0,0,1,130.05
50,2015,7,12,29,4,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,3,0,1,123.0
47,2015,7,12,29,2,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,6,0,2.0,2,0,0,0,103.8
8,2015,7,12,29,6,2,3,4.0,5,2,2.0,0,0,0,0,0,0,0,1,8,0,2.0,2,0,0,1,196.0
34,2015,7,12,29,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,1,0,4,1,2.0,2,0,0,1,149.4
47,2015,7,13,29,0,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,7,0,2.0,2,0,0,1,175.71
115,2015,7,13,29,2,2,5,3.0,7,2,0.0,1,0,0,0,1,0,0,2,1,1,3.0,2,1,0,1,119.7
79,2015,7,13,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,100.86
91,2015,7,13,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,100.86
98,2015,7,13,29,3,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,3,1,0,2.0,2,1,0,1,82.0
109,2015,7,13,29,5,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,73.8
0,2015,7,13,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,117.9
98,2015,7,13,29,3,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,3,1,0,2.0,2,1,0,1,82.0
0,2015,7,13,29,2,1,1,4.0,2,4,0.0,0,0,0,0,0,0,0,0,9,0,0.0,0,0,0,1,150.0
9,2015,7,13,29,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,1,2,1,1,2.0,2,0,0,1,161.0
62,2015,7,13,29,3,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,64.0
45,2015,7,13,29,5,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,0,5,0,2.0,2,0,0,0,123.0
42,2015,7,13,29,3,1,2,2.0,3,2,0.0,0,0,0,0,0,0,1,0,4,0,2.0,2,0,0,1,110.0
54,2015,7,13,29,5,1,2,2.0,3,2,0.0,0,0,0,0,0,0,1,1,1,0,2.0,2,0,0,1,88.2
51,2015,7,13,29,2,1,2,2.0,3,2,0.0,0,0,0,0,0,0,1,0,1,1,2.0,2,0,0,1,130.0
54,2015,7,13,29,5,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,88.2
58,2015,7,13,29,0,1,2,2.0,3,2,0.0,0,0,0,0,2,0,1,1,5,1,0.0,0,0,0,1,165.0
0,2015,7,13,29,2,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,114.0
60,2015,7,13,29,0,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,0,79.5
321,2015,7,13,29,4,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,1,1,1,0.0,2,0,0,0,132.8
40,2015,7,13,29,1,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,2,4,0,0.0,0,0,0,1,120.0
51,2015,7,13,29,5,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,3,0,0,79.5
38,2015,7,13,29,1,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,120.0
75,2015,7,13,29,1,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,1,4,1,2.0,2,0,0,0,144.2
101,2015,7,13,29,5,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,107.2
42,2015,7,13,29,2,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,2.0,2,0,0,0,120.0
40,2015,7,13,29,4,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,2,4,0,0.0,0,0,0,1,120.0
109,2015,7,13,29,0,1,4,3.0,5,3,0.0,0,0,0,0,0,0,0,1,5,1,0.0,0,0,0,1,163.8
81,2015,7,13,29,3,1,5,2.0,6,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,0,98.5
98,2015,7,13,29,0,1,5,2.0,6,2,0.0,0,0,0,0,0,0,0,0,1,1,2.0,2,0,0,0,130.5
32,2015,7,13,29,3,1,5,1.0,6,1,0.0,0,0,0,0,2,0,0,0,4,1,3.0,2,0,0,1,153.0
72,2015,7,13,29,0,1,5,2.0,6,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,98.5
115,2015,7,13,29,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,2,1,1,3.0,2,1,0,1,119.7
118,2015,7,13,29,4,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,4,2,0.0,0,0,0,1,184.6
81,2015,7,13,29,3,2,5,3.0,7,2,1.0,0,0,0,0,0,0,0,2,5,1,0.0,0,0,0,1,181.22
95,2015,7,13,29,6,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,100.86
16,2015,7,13,29,2,1,0,2.0,1,2,0.0,0,0,0,0,0,0,1,3,1,0,2.0,2,0,0,1,100.2
56,2015,7,13,29,0,1,3,2.0,4,2,0.0,0,0,0,0,1,0,1,0,1,1,2.0,2,0,0,1,134.25
88,2015,7,13,29,0,3,5,2.0,8,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,3,0,1,96.3
41,2015,7,13,29,3,3,6,2.0,9,2,0.0,0,0,0,0,0,0,0,2,4,0,2.0,2,0,0,1,83.09
40,2015,7,14,29,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,0,105.5
1,2015,7,14,29,2,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,134.0
1,2015,7,14,29,5,0,1,2.0,1,2,0.0,0,0,0,0,2,0,0,1,1,0,2.0,2,0,0,1,8.0
1,2015,7,14,29,6,0,2,2.0,2,2,0.0,0,0,0,0,1,0,1,1,4,0,2.0,2,0,0,1,146.0
76,2015,7,14,29,5,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,2,5,0,2.0,2,0,0,0,126.0
0,2015,7,14,29,5,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,111.15
49,2015,7,14,29,5,0,5,2.0,5,2,0.0,0,0,0,0,1,0,0,2,5,0,2.0,2,0,0,1,136.2
76,2015,7,14,29,5,0,5,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,101.8
73,2015,7,14,29,5,1,5,2.0,6,2,0.0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,0,1,127.0
73,2015,7,14,29,4,1,5,3.0,6,2,1.0,0,0,0,0,0,0,0,2,5,1,0.0,0,1,0,1,161.5
317,2015,7,14,29,2,1,5,4.0,6,2,2.0,0,0,0,0,1,0,1,2,8,1,0.0,2,0,0,1,230.67
112,2015,7,14,29,5,2,5,1.0,7,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,65.7
6,2015,7,14,29,2,2,5,2.0,7,2,0.0,0,0,0,0,0,0,1,2,1,1,2.0,2,0,0,1,180.0
8,2015,7,14,29,2,2,5,2.0,7,2,0.0,0,0,0,0,1,0,0,1,1,1,2.0,2,0,0,1,168.57
96,2015,7,14,29,1,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,0,0,0,107.67
96,2015,7,14,29,4,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,0,96.9
99,2015,7,14,29,5,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,107.0
66,2015,7,14,29,0,2,9,2.0,11,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,73.41
38,2015,7,14,29,3,4,10,2.0,14,2,0.0,0,0,0,0,0,0,0,2,4,1,2.0,2,0,0,1,109.9
38,2015,7,14,29,6,4,10,2.0,14,2,0.0,0,0,0,0,1,0,0,2,4,1,2.0,2,0,0,1,109.9
113,2015,7,14,29,0,4,11,3.0,15,3,0.0,0,0,0,0,1,0,1,3,8,0,0.0,0,0,0,1,187.5
0,2015,7,14,29,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,134.0
62,2015,7,15,29,3,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,0,0,0,91.5
39,2015,7,15,29,4,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,2.0,2,0,0,0,132.44
37,2015,7,15,29,2,2,4,2.0,6,2,0.0,0,0,0,0,0,0,0,0,4,1,2.0,2,0,0,1,106.9
58,2015,7,15,29,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,0,4,0,2.0,2,0,0,0,131.86
37,2015,7,15,29,2,2,6,4.0,8,2,2.0,0,0,0,0,0,0,1,0,8,0,2.0,2,0,0,1,216.13
57,2015,7,15,29,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,1,0,1,107.0
57,2015,7,15,29,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,1,0,1,107.0
57,2015,7,15,29,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,1,0,1,107.0
57,2015,7,15,29,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,1,0,1,107.0
57,2015,7,15,29,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,0,0,1,107.0
83,2015,7,15,29,4,2,7,4.0,9,2,2.0,0,0,0,0,0,0,0,1,7,0,2.0,2,0,0,1,190.33
57,2015,7,15,29,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,0,0,1,107.0
57,2015,7,15,29,4,0,2,1.0,2,1,0.0,0,0,0,0,1,0,0,0,1,2,4.0,0,1,0,1,94.0
57,2015,7,15,29,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,1,0,1,98.75
57,2015,7,15,29,2,0,2,3.0,2,3,0.0,0,0,0,0,1,0,0,0,1,2,4.0,0,1,0,1,148.23
57,2015,7,15,29,3,0,2,1.0,2,1,0.0,0,0,0,0,1,0,0,0,1,2,4.0,0,1,0,1,94.0
57,2015,7,15,29,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,0,0,1,107.0
57,2015,7,15,29,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,2,4.0,0,0,0,1,107.0
57,2015,7,15,29,4,0,2,3.0,2,3,0.0,0,0,0,0,1,0,0,0,1,2,4.0,0,1,0,1,148.23
